#IDX 	 Time Lapse 	 LOAD->SEG 	 SEG->EXTRACT 	 EXTRACT->VEC 	 VEC->RANK 	 RANK->OUT 	 Service Time 
690	765.672	1052591.533	2451966.400	1883534.333	1883534.333	28.867	7246167.000
691	766.689	1711318.353	2201726.471	1723143.529	1723143.529	39.235	6940094.235
692	767.777	2540896.417	1610561.083	1434478.833	1434478.833	123.583	6866140.917
693	768.959	1832597.364	1735595.273	1101846.455	1101846.455	25.182	6573605.818
694	769.992	1564519.500	1432865.625	1222569.625	1222569.625	64.375	6761678.625
695	771.007	1552869.045	1171271.864	2051183.091	2051183.091	45.045	6400279.682
696	772.249	1056250.364	1864460.727	1863350.636	1863350.636	46.364	5977324.091
697	773.679	1467815.444	2153348.167	1049903.500	1049903.500	68.889	6458782.722
698	774.687	2009013.125	1168326.083	1674551.583	1674551.583	41.583	6252104.458
699	775.699	1078370.850	1722029.850	1294101.800	1294101.800	42.400	4960744.250
700	776.764	1686283.333	1336448.000	819657.278	819657.278	75.333	5054944.222
701	777.770	1384473.444	834495.278	1112175.333	1112175.333	159.111	4388248.611
702	779.665	817870.038	1106312.038	1039611.192	1039611.192	47.538	4036228.885
703	780.940	1141212.133	959465.400	1021600.667	1021600.667	43.200	5062723.933
704	781.973	972280.474	1036748.474	1602174.579	1602174.579	44.158	5382792.474
705	783.000	1035101.286	1014804.429	2236066.000	2236066.000	34.286	5949993.000
706	784.007	997711.154	1855310.462	1454944.385	1454944.385	11.692	5964315.000
707	785.036	1396268.533	1865550.533	1570097.467	1570097.467	41.400	6462784.067
708	786.127	2084542.500	1431528.417	1582416.250	1582416.250	31.000	6777177.667
709	787.213	1409984.875	1632979.500	1623847.875	1623847.875	321.312	6328548.938
710	788.243	1585410.529	1615910.118	1539878.588	1539878.588	172.059	6084381.000
711	789.261	1486014.176	1493385.118	1366752.529	1366752.529	36.294	5807196.353
712	790.325	1506045.000	1439517.400	1361979.067	1361979.067	44.267	5677757.133
713	791.363	1481266.471	1305531.294	1336700.294	1336700.294	125.294	5500000.647
714	792.411	1151215.800	1363703.467	1328590.933	1328590.933	43.533	4980865.467
715	793.491	1179784.154	1304780.000	1216132.615	1216132.615	35.692	5300689.846
716	795.100	1025157.533	1321071.600	1178507.600	1178507.600	39.333	5268418.000
717	796.156	1223782.182	1035373.182	1822089.909	1822089.909	37.273	6346390.273
718	797.252	1184445.333	1330672.222	1532093.222	1532093.222	50.000	6640119.778
719	798.271	996289.429	1813469.214	2187552.143	2187552.143	40.929	7087963.143
720	799.296	1639009.222	1904280.111	2242513.500	2242513.500	131.611	7136881.111
721	800.632	1498903.900	2486568.400	1557839.100	1557839.100	39.900	7177983.600
722	801.679	2271617.933	1899791.467	1251603.267	1251603.267	48.600	7276541.000
723	802.903	2122569.625	1224543.812	1754980.625	1754980.625	83.688	6477938.250
724	803.959	1180362.588	1674533.294	1339865.529	1339865.529	46.529	5889915.647
725	805.103	1454213.800	1432440.450	1599964.350	1599964.350	42.400	5706128.750
726	806.115	1641444.417	1501537.000	1236525.083	1236525.083	52.167	5809367.167
727	807.211	1130910.500	1668693.500	1067130.100	1067130.100	54.400	5867747.400
728	808.298	1530034.174	1136799.696	1680008.174	1680008.174	26.348	5729142.043
729	809.387	1165392.926	1701148.000	1187640.741	1187640.741	40.519	4979293.741
730	810.480	1884813.308	1090085.769	872573.077	872573.077	45.077	4960925.769
731	811.496	1513957.444	956097.333	843781.778	843781.778	47.222	5144728.778
732	812.558	931735.636	864340.000	1419516.545	1419516.545	43.591	4715594.227
733	813.966	827450.842	1439530.316	1422220.895	1422220.895	48.632	4950431.632
734	814.988	1357121.158	1479281.632	1196564.211	1196564.211	45.211	5415506.842
735	816.586	1520983.812	1189179.375	1276700.938	1276700.938	50.312	5211497.938
736	817.616	1142417.474	1236112.368	1217399.947	1217399.947	37.211	5414470.579
737	818.679	1171499.167	1260764.444	1715758.278	1715758.278	76.333	5334478.944
738	819.692	1417589.333	1449595.333	1315435.111	1315435.111	57.444	5860425.111
739	820.744	1081015.214	1793240.643	1139353.429	1139353.429	155.643	5901121.500
740	821.801	1734689.444	1092905.444	1799055.833	1799055.833	49.944	6028235.778
741	822.808	1139155.286	1738817.476	1376256.429	1376256.429	39.762	5418131.190
742	823.836	1612864.833	1490579.000	1176158.167	1176158.167	49.167	5675316.833
743	825.052	1714075.056	1266278.500	1081269.778	1081269.778	54.667	5931408.000
744	826.178	1270287.944	1103629.778	1775470.222	1775470.222	48.056	5289946.222
745	827.292	1100926.706	1677895.353	1173582.118	1173582.118	345.706	5463439.882
746	828.298	1576518.000	1257125.048	1388340.952	1388340.952	53.238	5528314.857
747	829.424	1307526.286	1347182.500	1302898.429	1302898.429	50.429	5013750.429
748	830.532	1058179.818	1474478.000	1028597.818	1028597.818	50.364	5190769.909
749	831.721	1321522.733	1185276.067	1128766.533	1128766.533	51.600	5578113.667
750	832.816	1310893.222	956448.111	1860127.111	1860127.111	50.333	6076474.889
751	833.880	986085.857	1511678.857	1828513.333	1828513.333	37.714	5980147.857
752	835.113	1499445.650	1815579.950	1591200.550	1591200.550	32.250	6002888.100
753	836.140	1774009.214	1756948.786	1090065.857	1090065.857	43.571	6008423.786
754	837.208	1717072.773	1099691.273	1237993.636	1237993.636	32.909	5349561.545
755	838.222	1083063.375	1223134.688	1270187.062	1270187.062	121.438	4864369.000
756	839.254	1103908.533	1360112.333	1130795.533	1130795.533	46.333	4871133.800
757	840.358	1337947.444	1102237.222	1243621.222	1243621.222	26.556	5141370.667
758	841.389	1079183.700	1327146.200	1415628.500	1415628.500	34.800	5100963.500
759	842.429	1096996.222	1262245.389	1281417.167	1281417.167	40.167	5100735.556
760	843.596	1231250.900	1313306.850	1384251.000	1384251.000	38.050	5268668.800
761	844.849	1296756.500	1381727.800	1280031.050	1280031.050	42.700	5207654.350
762	845.949	1366575.421	1288157.895	1195506.579	1195506.579	43.368	5067968.368
763	847.363	1250917.067	1194690.867	1140125.267	1140125.267	56.133	5036269.600
764	848.716	1154583.214	1172264.929	1284632.643	1284632.643	43.929	5452044.214
765	849.728	1169704.308	1178522.846	1625362.077	1625362.077	41.077	5973415.231
766	850.914	1093059.545	1371166.727	1848131.818	1848131.818	35.909	6492606.000
767	851.967	1217212.105	1754050.895	1978278.895	1978278.895	8.158	6486888.316
768	853.039	1677258.389	2000962.000	1532959.111	1532959.111	9.111	6467769.389
769	854.067	1896743.125	1896320.000	1182364.750	1182364.750	8.250	6683644.750
770	855.082	1989879.600	1270401.800	1369603.500	1369603.500	39.850	6121833.400
771	856.093	1253922.600	1246809.333	1599490.733	1599490.733	11.600	5477676.600
772	857.130	1198535.450	1629623.050	1229690.500	1229690.500	9.050	5246352.100
773	858.299	1584736.368	1218237.105	1171909.895	1171909.895	7.895	4984211.947
774	859.340	1252253.720	1118818.520	995608.400	995608.400	8.520	4522837.800
775	860.354	991760.958	1051195.750	1045131.625	1045131.625	8.875	4095048.333
776	861.419	925481.818	1131396.182	1041597.727	1041597.727	8.818	4160329.909
777	862.436	1186831.188	914898.000	926217.938	926217.938	10.000	4331815.000
778	863.447	865589.211	974339.789	1214380.526	1214380.526	8.842	4387949.526
779	864.462	980541.562	1176819.938	1286892.250	1286892.250	9.938	4716914.500
780	865.530	1041798.500	1222790.562	1230236.625	1230236.625	8.188	4810514.250
781	866.547	1139205.111	1275710.389	1226089.500	1226089.500	10.389	4933925.333
782	867.746	1247006.200	1188202.400	1282929.133	1282929.133	8.867	5143645.133
783	868.929	1200277.643	1296308.429	1265917.571	1265917.571	312.857	5260560.643
784	869.995	1233492.938	1215879.312	1413746.125	1413746.125	11.188	5681241.562
785	871.026	1011349.667	1446299.333	1580992.417	1580992.417	8.167	5627487.333
786	872.047	1330260.083	1574679.083	1569512.500	1569512.500	11.625	5727282.375
787	873.369	1482074.211	1521428.053	1217377.263	1217377.263	9.421	5122673.105
788	874.600	1456704.269	1148909.923	957779.385	957779.385	9.500	4747648.000
789	875.665	1187367.923	786252.154	1214702.077	1214702.077	24.923	4468697.077
790	876.851	772057.500	1314137.000	946122.917	946122.917	38.167	4771328.667
791	877.876	1112833.944	1005474.056	1489599.444	1489599.444	43.389	5257866.889
792	878.950	897644.389	1434944.444	1609473.056	1609473.056	45.278	5252723.667
793	880.052	1168635.200	1712348.700	1308552.200	1308552.200	50.000	5464280.800
794	881.086	1565444.069	1349422.414	1309156.828	1309156.828	76.931	5470381.862
795	882.096	1242167.682	1349489.545	1038728.000	1038728.000	48.455	4530173.273
796	883.103	1333534.722	1025345.722	862026.111	862026.111	55.667	4446801.333
797	884.118	1031001.105	842122.579	1148462.684	1148462.684	46.632	3959626.579
798	885.170	738368.444	1045043.889	1034340.556	1034340.556	60.778	4334424.778
799	886.231	884415.200	1192479.000	875998.000	875998.000	44.000	4939305.133
800	887.317	1160160.789	880806.105	1852718.053	1852718.053	38.105	5125983.000
801	888.409	743841.077	1716537.038	1198583.038	1198583.038	32.615	4684774.538
802	889.432	1816167.077	1131448.769	1035249.846	1035249.846	51.923	5001143.231
803	890.497	1216130.950	1072276.250	869876.700	869876.700	32.750	4533065.150
804	891.511	1062844.842	842707.263	1336100.842	1336100.842	43.053	4423733.053
805	892.531	779992.217	1294897.130	1117371.478	1117371.478	254.609	4091390.652
806	893.700	1182152.852	1058872.889	861313.148	861313.148	35.296	3974963.333
807	894.831	910442.548	860075.323	844954.806	844954.806	45.806	3484659.290
808	895.919	867176.619	829796.143	783761.476	783761.476	37.619	3415955.571
809	897.036	778309.333	815143.867	855781.333	855781.333	49.733	3706344.867
810	898.043	684379.529	768361.529	1123385.588	1123385.588	35.941	3974539.824
811	899.107	679649.500	1094284.444	1328244.333	1328244.333	43.500	4382650.167
812	900.113	964590.375	1318904.938	1226459.875	1226459.875	35.000	4857337.375
813	901.497	1236229.231	1232771.846	1290902.692	1290902.692	37.769	5151698.846
814	902.568	1229359.444	1235686.000	1268937.667	1268937.667	31.778	5770919.111
815	903.660	1192994.286	1297406.500	1420437.929	1420437.929	31.500	6086789.929
816	904.832	1209152.000	1252435.182	2114758.909	2114758.909	36.909	6539417.455
817	905.850	1262935.800	1695351.467	1973734.933	1973734.933	44.200	6902131.933
818	906.877	1386335.929	2093910.429	1960633.500	1960633.500	34.000	6959621.357
819	908.356	2064093.944	1945452.611	1521584.778	1521584.778	149.333	6818368.500
820	909.393	1864727.667	1644087.133	1234637.667	1234637.667	35.800	6611896.667
821	910.547	1758188.412	1286368.353	1584859.882	1584859.882	93.235	6211844.647
822	911.709	1357194.909	1287613.818	1746620.455	1746620.455	40.000	5758765.818
823	912.773	1241812.955	1727934.091	1358098.227	1358098.227	42.682	5887612.364
824	913.886	1682797.857	1308889.857	1652360.500	1652360.500	44.929	5890600.286
825	914.894	1321738.667	1589588.524	1176011.524	1176011.524	37.905	5410488.714
826	916.098	1617998.867	1074237.200	1364766.467	1364766.467	38.533	4956988.400
827	917.264	1112256.357	1452212.571	878093.286	878093.286	37.429	5154048.786
828	918.399	1348622.200	964152.450	1394673.550	1394673.550	32.050	5248310.950
829	919.479	895735.167	1348256.556	1505689.833	1505689.833	246.222	5108443.889
830	920.549	789701.625	1934714.750	1194701.625	1194701.625	13.625	5632203.000
831	921.574	1583333.000	1260738.250	1374773.333	1374773.333	27.167	6024171.500
832	922.625	1571231.500	1263006.929	1644214.071	1644214.071	33.143	6249179.929
833	923.657	1210762.000	1349733.600	1865009.600	1865009.600	40.300	6383056.300
834	924.683	1280835.200	1820523.500	1712629.700	1712629.700	45.150	6240819.000
835	925.758	1650134.231	1641964.923	1614047.308	1614047.308	52.923	6184857.462
836	926.862	1582474.857	1834342.071	1027616.214	1027616.214	45.071	6134918.929
837	927.967	1700206.300	1203735.800	1446933.400	1446933.400	45.900	6281521.200
838	929.264	1656168.308	1076577.923	1667280.308	1667280.308	47.385	6460759.000
839	929.281	967227.750	1053347.500	1335237.250	1335237.250	41.000	4870975.000
#Command Line: /home/carlos/svn/BenSP_suite/apps/ferret/bin/ferret-pthreads /home/carlos/svn/BenSP_suite/apps/ferret/inputs/heavy_duty/h1/dataset lsh /home/carlos/svn/BenSP_suite/apps/ferret/inputs/heavy_duty/h1/images(input) 50(images to rank) 1(threads) 20(L->S) 20(S->E) 20(E->V) 20(V->R) 20(R->O)
