#IDX 	 Time Lapse 	 LOAD->SEG 	 SEG->EXTRACT 	 EXTRACT->VEC 	 VEC->RANK 	 RANK->OUT 	 Service Time 
338	376.179	1110667.000	929349.684	1541549.316	1541549.316	32.316	5085979.947
339	377.250	917562.389	1495264.833	1475591.056	1475591.056	34.111	4967527.389
340	378.282	1451474.619	1488371.190	1050987.857	1050987.857	37.238	5185966.048
341	379.289	1535568.667	1033037.667	1167373.000	1167373.000	42.583	4940577.417
342	380.326	1143872.571	1124569.762	1128437.190	1128437.190	30.857	4798044.095
343	381.391	1094600.538	1030011.077	1446829.538	1446829.538	34.154	4605071.923
344	382.423	1111223.353	1349491.706	1012067.529	1012067.529	40.882	4801900.882
345	383.828	1208996.133	1211952.933	1216258.867	1216258.867	46.533	5067950.133
346	384.881	1291351.895	1092845.053	1338495.421	1338495.421	49.158	5568959.105
347	385.933	1080985.632	1318540.789	1781049.211	1781049.211	54.684	5340892.684
348	387.210	1307764.125	1850794.875	1262432.125	1262432.125	52.500	6158818.250
349	388.474	1316378.923	1706290.769	1057655.462	1057655.462	54.615	6325757.923
350	389.483	1787845.059	1107591.412	1930719.000	1930719.000	46.118	6682273.941
351	390.503	1269464.583	1574368.417	2021795.167	2021795.167	41.833	6327613.833
352	391.511	1586391.821	1940447.214	1445036.571	1445036.571	31.643	6057412.036
353	392.752	1979766.429	1375478.643	1012698.286	1012698.286	43.357	5364321.500
354	393.805	1452621.333	1322705.167	776035.250	776035.250	38.667	5190512.000
355	394.846	1260287.542	796431.708	1412431.167	1412431.167	48.458	4901478.708
356	396.095	729512.125	1259644.125	1515141.875	1515141.875	42.625	4676377.375
357	397.367	814452.636	1678357.455	1179825.909	1179825.909	58.818	5580219.091
358	398.426	1311141.692	1478156.462	1243687.000	1243687.000	42.462	6418815.231
359	399.451	1568730.789	1167435.421	2143835.579	2143835.579	39.474	6528479.158
360	400.470	1264160.625	2099597.875	1525138.542	1525138.542	157.708	5826184.333
361	401.515	2165056.190	1405118.286	881466.143	881466.143	29.286	5589108.524
362	402.521	1338732.864	874747.227	1087453.864	1087453.864	49.000	4280636.318
363	403.533	848186.526	1111990.789	926947.211	926947.211	44.789	3844740.789
364	404.581	1123476.800	904301.867	880650.667	880650.667	483.667	4028454.267
365	405.754	933087.786	910089.714	1042702.214	1042702.214	52.500	4327616.500
366	406.838	942874.375	967355.500	1190941.500	1190941.500	125.312	4570107.875
367	407.986	910358.647	1124706.647	1470750.059	1470750.059	42.000	4826039.353
368	409.445	1132125.091	1436080.682	1321486.318	1321486.318	49.818	5497232.091
369	410.539	1646628.667	1335885.444	1491016.556	1491016.556	47.778	6191093.111
370	411.604	1299819.111	1388384.500	1539678.500	1539678.500	45.056	5987516.833
371	412.913	1364681.632	1516033.789	1752939.526	1752939.526	41.000	5853198.947
372	413.983	1597237.111	1599674.815	1218653.296	1218653.296	48.222	5551152.111
373	415.077	1477988.000	1245622.227	994993.682	994993.682	42.455	4723533.273
374	416.170	1238554.105	962760.842	979114.158	979114.158	49.263	4197409.368
375	417.211	996853.278	972211.667	923926.444	923926.444	49.500	4244861.389
376	418.439	910949.818	867972.273	1253747.455	1253747.455	39.818	4352591.091
377	419.575	948262.267	1066209.267	1286359.733	1286359.733	49.533	5015258.000
378	420.604	1062088.250	1280018.625	1589058.208	1589058.208	46.417	5382920.208
379	421.629	1264256.105	1657711.421	1334062.158	1334062.158	44.158	5181879.105
380	422.690	1642224.714	1335534.476	884050.476	884050.476	41.048	4845105.571
381	423.829	1305481.500	880246.350	950118.350	950118.350	54.550	4366816.800
382	424.842	836623.000	1016356.500	1123702.125	1123702.125	52.125	4312558.875
383	425.852	874776.100	897360.100	1233594.400	1233594.400	49.700	5054682.000
384	426.872	979269.176	1144419.588	1443766.412	1443766.412	36.941	5498423.471
385	428.057	1059455.235	1293396.941	2039585.353	2039585.353	27.647	5563740.529
386	429.546	1196058.556	2161015.444	1185787.111	1185787.111	54.444	6070506.222
387	430.593	1666170.111	1653742.722	1197769.889	1197769.889	45.000	6885882.944
388	432.155	1890831.000	1139451.000	2241118.867	2241118.867	401.267	6620205.400
389	433.194	1088242.000	1763121.455	1774121.000	1774121.000	51.636	6858561.000
390	434.310	1198738.818	2301496.636	1253466.091	1253466.091	43.273	7298759.364
391	435.445	1919036.200	1605404.700	2217805.400	2217805.400	42.500	7743674.600
392	436.505	1991186.211	1712411.263	2180746.211	2180746.211	34.421	7581531.895
393	437.547	1154738.286	2495270.857	1878667.571	1878667.571	45.571	7202347.571
394	438.724	1955765.538	2015287.846	1543737.154	1543737.154	34.769	7563329.308
395	439.745	2256739.688	1732838.875	1772677.375	1772677.375	46.562	7704566.438
396	440.773	1856996.583	1494692.083	2057464.833	2057464.833	40.917	6918820.083
397	441.823	1553919.000	1966188.000	1620958.200	1620958.200	37.900	7052590.700
398	442.999	1612261.154	1995490.154	1423852.231	1423852.231	41.308	6806908.077
399	444.254	2022338.056	1462447.056	1797540.889	1797540.889	45.556	6918401.278
400	445.317	1479814.400	1774662.000	1568741.300	1568741.300	48.950	6084581.500
401	446.355	1807350.471	1564394.176	1197271.000	1197271.000	50.353	5939196.118
402	447.365	1565038.867	1267701.933	1327891.267	1327891.267	50.600	5361731.400
403	448.743	1431564.600	1246517.867	1174629.267	1174629.267	53.867	5316381.067
404	449.796	1238372.333	1214903.208	1380857.542	1380857.542	59.250	5220661.667
405	450.822	1164020.579	1419071.842	1289222.474	1289222.474	40.737	4998629.263
406	451.836	1328264.286	1403470.643	1067576.286	1067576.286	49.000	5094363.143
407	452.967	1400947.750	1073736.625	1207189.167	1207189.167	37.417	4794901.542
408	454.017	1040321.750	1201926.125	1065485.062	1065485.062	39.188	4350357.625
409	455.043	1106827.846	1260676.692	876879.538	876879.538	46.846	4976064.077
410	456.069	1318027.400	835206.333	1381488.067	1381488.067	45.200	4941736.733
411	457.120	946871.714	1062675.929	1544411.357	1544411.357	50.071	5082728.214
412	458.187	908849.071	1684220.571	1216723.929	1216723.929	37.357	5462906.571
413	459.217	1519904.944	1251008.944	1615524.611	1615524.611	41.056	5665529.167
414	460.271	1301931.938	1547686.500	1355213.438	1355213.438	42.562	5622069.375
415	461.279	1457816.059	1505095.412	1220795.176	1220795.176	41.000	5553669.647
416	462.518	1635917.364	1073855.455	1401621.818	1401621.818	50.091	5486479.545
417	463.552	1204892.095	1375416.286	1269280.333	1269280.333	50.619	5515393.714
418	464.724	1365650.238	1286737.190	1584553.667	1584553.667	49.810	5090223.619
419	465.795	1180904.846	1754246.231	730679.538	730679.538	51.692	5208647.846
420	466.873	1595482.733	999427.600	1172108.400	1172108.400	47.867	5176257.267
421	468.187	1155034.286	1063143.524	1410761.190	1410761.190	49.286	5102737.429
422	469.260	805446.500	1534459.500	1477781.400	1477781.400	39.800	5239008.300
423	470.281	1429430.667	1332343.067	1291909.200	1291909.200	49.467	5862095.333
424	471.444	1304533.583	1452779.667	1660309.000	1660309.000	48.917	6119435.750
425	472.457	1458068.188	1373576.750	1618935.562	1618935.562	215.750	6299493.812
426	473.807	1378751.650	1653997.450	1771428.750	1771428.750	37.500	6007908.950
427	475.018	1699260.000	1827279.400	1321411.200	1321411.200	30.600	6728844.300
428	476.072	1679360.889	1558024.556	1320410.167	1320410.167	51.278	6429486.944
429	477.506	1609886.526	1265285.579	1855809.368	1855809.368	41.263	5809399.158
430	478.708	1292707.429	1828158.238	1039279.952	1039279.952	208.000	5704803.667
431	479.811	2074826.385	997952.846	1533568.846	1533568.846	46.308	5926009.000
432	480.862	1155743.941	1340360.765	1260190.529	1260190.529	42.000	5357399.941
433	481.899	1075180.167	1403369.167	1582358.667	1582358.667	43.750	5476785.833
434	482.940	1469109.316	1400899.421	1403484.842	1403484.842	50.421	5715595.684
435	483.957	1348425.529	1404174.882	1445673.059	1445673.059	48.882	5499708.529
436	485.004	1431863.105	1452657.263	1215467.684	1215467.684	37.421	5215998.421
437	486.109	1534493.600	1083187.800	1208450.900	1208450.900	42.400	5386428.500
438	487.364	1224469.154	1202297.654	1341637.423	1341637.423	39.769	5153538.769
439	488.437	1251873.600	1344162.333	1335381.333	1335381.333	42.867	5110614.467
440	489.461	937639.000	1764485.600	813618.400	813618.400	41.600	5583455.200
441	490.595	1392450.000	1273001.941	1182134.529	1182134.529	43.176	5933314.882
442	491.662	1721964.857	892881.429	2031930.571	2031930.571	57.571	6340512.714
443	492.720	1047343.708	1585834.083	1894198.250	1894198.250	40.667	6085112.417
444	493.735	1572821.000	1872082.571	1617020.143	1617020.143	51.643	6183676.786
445	495.130	1880979.957	1622527.130	1064015.043	1064015.043	59.043	5815138.696
446	496.159	1700993.600	985298.000	1275009.467	1275009.467	90.200	5327277.933
447	497.322	1073834.900	1275798.000	1103490.900	1103490.900	517.500	5228031.900
448	498.379	1047469.750	1217654.667	1351898.583	1351898.583	38.750	5651928.167
449	499.392	1297300.222	1151613.000	1698466.333	1698466.333	41.222	6089423.667
450	500.467	1186879.125	1569537.667	1939002.750	1939002.750	41.083	6339753.333
451	501.513	1568866.562	1906730.562	1675642.562	1675642.562	128.000	6152445.125
452	502.532	1933317.333	1880151.600	848181.867	848181.867	43.400	5950321.733
453	503.576	1950115.545	1061988.727	1238340.364	1238340.364	53.545	6025569.364
454	504.595	1518814.750	1018765.688	1393213.000	1393213.000	149.250	5413923.375
455	505.614	920249.889	1333856.556	1522544.667	1522544.667	49.389	5151797.722
456	506.774	1257652.909	1712014.818	1255689.364	1255689.364	47.091	5588096.000
457	507.938	1513853.250	1277233.750	1294111.000	1294111.000	326.000	5946140.062
458	509.007	1360374.476	1299293.429	1699223.810	1699223.810	46.000	5689476.190
459	510.194	1329921.240	1690062.520	1188814.400	1188814.400	83.000	5148289.840
460	511.325	1863960.500	1148778.125	896659.375	896659.375	38.750	5090833.875
461	512.347	1456992.579	999590.000	933540.211	933540.211	36.684	5294117.947
462	513.385	991484.045	972926.364	1785336.182	1785336.182	47.682	4834198.318
463	514.407	1054400.545	1751978.455	993961.318	993961.318	40.545	4819137.500
464	515.462	1814578.389	989923.556	977616.944	977616.944	46.222	4699211.389
465	516.544	1011722.556	950189.833	882303.556	882303.556	47.333	4167069.000
466	517.625	940663.550	900644.600	1229976.900	1229976.900	48.450	4233330.450
467	518.680	898313.947	1229194.158	1105222.632	1105222.632	46.632	4429055.000
468	519.838	1065288.333	1179608.000	1118085.583	1118085.583	46.750	4652514.333
469	520.883	1202390.840	1104568.280	1257268.640	1257268.640	38.360	4856210.920
470	521.945	1108423.875	1205307.125	1284313.000	1284313.000	43.875	4705183.688
471	523.008	1267290.962	1207882.269	1058892.577	1058892.577	40.000	4591758.885
472	524.015	1132978.900	1119606.500	954793.300	954793.300	48.250	4164603.800
473	525.019	1021943.000	1071125.273	866559.818	866559.818	35.455	4292319.545
474	526.050	1170623.250	823252.938	1018623.500	1018623.500	47.688	4570124.500
475	527.067	841378.667	1014791.667	1478572.571	1478572.571	33.571	4570142.714
476	528.191	884017.200	1496135.400	1274305.200	1274305.200	35.200	5064749.000
477	529.247	1194097.545	1414949.364	1227412.136	1227412.136	40.091	5539811.045
478	530.302	1433310.267	1129542.667	1772514.600	1772514.600	38.200	5589199.267
479	531.319	1262601.385	1626477.615	1242317.769	1242317.769	45.000	5502212.923
480	532.333	1385785.474	1446104.053	1258641.263	1258641.263	43.421	5526735.895
481	533.344	1449594.667	1265392.381	1378061.000	1378061.000	50.952	5086553.286
482	534.407	1257805.133	1466946.733	940714.733	940714.733	51.400	4699709.067
483	535.714	1405271.476	976793.905	976987.857	976987.857	39.667	4744515.667
484	536.853	974857.667	958947.444	1401756.333	1401756.333	486.222	4861900.333
485	537.872	945271.250	1170851.950	1324595.050	1324595.050	38.400	5119837.900
486	538.895	1013027.250	1264248.333	1877583.083	1877583.083	47.333	5661740.917
487	539.944	1312552.000	1677830.190	1382682.381	1382682.381	29.143	5777142.905
488	541.200	1632977.000	1252692.667	1521023.083	1521023.083	32.500	5412528.583
489	542.384	1625796.333	1625066.167	1033048.000	1033048.000	44.833	6050476.917
490	543.396	1296971.364	1322128.545	1074318.909	1074318.909	523.636	6120012.364
491	544.676	1586008.067	940839.067	1969435.333	1969435.333	47.733	6463243.800
492	545.807	989527.500	1883617.227	1942450.364	1942450.364	36.818	6218841.773
493	546.819	1742877.857	1993013.643	1450403.857	1450403.857	58.643	6261270.000
494	548.122	2165891.526	1494213.105	1027332.789	1027332.789	7.895	6353702.105
495	549.263	1581639.750	1091372.500	1560286.375	1560286.375	7.750	5827053.375
496	550.307	1449274.636	977757.727	1658418.909	1658418.909	40.182	6339067.000
497	551.360	1053811.143	1576901.952	1855612.810	1855612.810	38.238	5992774.000
498	552.444	1578280.667	1606115.667	1719976.000	1719976.000	199.333	6317179.833
499	553.464	1495341.500	2198900.714	1018027.429	1018027.429	28.571	6440018.857
500	554.507	1978765.300	1193586.400	1601953.800	1601953.800	38.200	6420619.700
501	555.520	2052638.231	1153762.923	1605743.000	1605743.000	44.231	6700079.231
502	556.706	1258916.964	1611126.536	1671956.071	1671956.071	42.321	5655505.750
503	557.731	1580293.389	1753964.556	911941.667	911941.667	39.333	5428156.944
504	558.764	1783942.235	982494.706	1066393.588	1066393.588	33.824	5107599.765
505	559.792	1081281.526	1003305.737	1209518.579	1209518.579	46.789	4362300.526
506	560.803	854844.417	1178935.333	1119690.333	1119690.333	45.667	4346652.083
507	561.835	1188957.250	1202649.500	973914.938	973914.938	49.688	5063987.000
508	562.842	1182892.222	978293.000	1543847.389	1543847.389	46.889	5002416.722
509	563.973	953575.875	1254849.125	1447856.750	1447856.750	48.875	4955963.875
510	565.125	944710.750	1659635.250	1114442.125	1114442.125	51.250	5578903.500
511	566.192	1264476.857	1450994.929	1274288.143	1274288.143	43.714	6485147.786
512	567.336	1625021.000	1172577.200	1961991.900	1961991.900	39.000	6921504.000
513	568.440	1296541.000	1393670.643	2385763.357	2385763.357	50.286	6991489.000
514	570.055	1341148.050	2306972.050	1862624.050	1862624.050	46.850	7161172.500
515	571.092	2307170.684	1864525.368	1592418.316	1592418.316	30.158	7505693.053
516	572.187	1940605.438	1645070.000	1674781.250	1674781.250	43.312	6293932.375
517	573.238	1622751.818	1627942.000	1127143.636	1127143.636	45.500	5625997.364
518	574.284	1618550.786	1060821.429	1254662.071	1254662.071	44.429	5310061.500
519	575.291	1453335.769	1188564.462	1178033.154	1178033.154	35.538	5043235.615
520	576.329	1012619.312	1165686.250	1254800.438	1254800.438	32.125	5040812.062
521	577.456	1198353.727	1228540.364	1471086.864	1471086.864	45.273	5199315.000
522	578.489	1299058.833	1340347.833	1428298.833	1428298.833	50.333	5366935.167
523	579.532	1213312.789	1557930.842	1096495.632	1096495.632	49.053	5620226.316
524	580.661	1586200.333	1128363.933	1708725.400	1708725.400	54.067	5586940.467
525	581.849	1201435.050	1542770.950	1221729.750	1221729.750	45.300	5359791.650
526	582.960	1496469.056	1234580.500	1328784.944	1328784.944	40.722	5326291.444
527	584.122	1294442.538	1284666.192	1217326.154	1217326.154	38.346	4834293.538
528	585.256	1285579.273	1197659.455	1035083.636	1035083.636	46.182	4757288.182
529	586.376	1227603.000	1118836.700	987273.800	987273.800	73.550	5018347.050
530	587.545	1172600.214	880604.071	1676324.429	1676324.429	32.929	5132754.214
531	588.565	875198.200	1524309.400	1338424.600	1338424.600	208.867	5270754.333
532	589.602	1305594.688	1420344.688	1472045.375	1472045.375	43.188	5725094.375
533	590.709	1653848.143	1404870.000	1445069.000	1445069.000	45.143	6211801.714
534	591.744	1458632.500	1465681.400	1481047.300	1481047.300	35.900	6320247.500
535	592.767	1333299.545	1432452.182	1564579.909	1564579.909	201.000	6655353.727
536	594.232	1453700.765	1482965.588	2011238.529	2011238.529	51.294	6804329.176
537	595.363	1557285.500	2007918.679	1753457.893	1753457.893	46.607	6596857.214
538	596.372	2095893.375	1636524.500	1205467.062	1205467.062	49.500	5949774.250
539	597.422	1681645.640	1160102.600	973024.680	973024.680	36.880	4863988.880
540	598.429	1024572.654	1030158.808	939772.808	939772.808	49.731	3951615.423
541	599.448	1058512.269	907110.731	892880.000	892880.000	101.115	3644984.423
542	600.458	851190.947	900018.579	742708.842	742708.842	34.579	3471061.421
543	601.793	957643.214	700963.429	903123.714	903123.714	41.929	3642776.000
544	602.860	746677.429	815268.714	1017934.571	1017934.571	35.714	4622071.714
545	603.928	737403.579	938682.579	1263512.895	1263512.895	54.053	5142339.158
546	605.019	868848.077	963021.000	2427647.385	2427647.385	47.769	5531317.692
547	606.035	1001949.267	2088866.267	1378408.600	1378408.600	48.200	6117181.733
548	607.109	1114119.000	2309387.875	1318973.750	1318973.750	54.250	6593798.625
549	608.344	2283844.500	1236719.857	1603649.929	1603649.929	37.571	7213106.000
550	609.727	1852189.909	1461075.909	1866739.636	1866739.636	36.000	7213180.182
551	610.889	1298447.895	1725598.789	1973127.895	1973127.895	48.474	6883894.368
552	611.976	1702721.105	1993810.263	1835327.000	1835327.000	38.053	6660917.632
553	613.129	2020439.167	2015974.417	1131008.833	1131008.833	39.417	6767685.417
554	614.156	1985165.250	1288631.650	1328298.550	1328298.550	37.050	6180327.500
555	615.183	1250175.273	1377458.591	1481449.818	1481449.818	42.091	5161478.545
556	616.257	1255521.571	1585566.143	1039972.714	1039972.714	43.643	4941903.357
557	617.282	1529131.840	1035253.120	1048355.160	1048355.160	31.800	4713462.160
558	618.410	1028116.643	957412.571	1086103.214	1086103.214	41.214	4170284.929
559	619.420	929275.667	1215083.867	874845.200	874845.200	84.667	4595186.200
560	620.497	1094846.000	918055.143	1252599.571	1252599.571	32.286	5458007.857
561	621.519	1048792.292	1088785.583	1733316.042	1733316.042	31.458	5253112.542
562	622.552	1090064.941	1763308.647	1315646.118	1315646.118	34.529	5254761.235
563	623.563	1652783.375	1567820.812	946652.438	946652.438	47.625	5526805.375
564	624.659	1860808.571	836322.643	1230272.000	1230272.000	45.286	5378448.571
565	625.841	920513.643	1158322.357	1338597.286	1338597.286	38.429	4923587.429
566	627.001	1027405.875	1307767.312	1453461.312	1453461.312	120.500	5507823.750
567	628.095	1294612.933	1394193.400	1573016.133	1573016.133	50.067	5892654.600
568	629.197	1394061.792	1562973.750	1553587.792	1553587.792	33.125	5595824.417
569	630.379	1574016.100	1529730.100	975408.550	975408.550	49.000	5262715.850
570	631.430	1537102.278	979439.611	1130026.722	1130026.722	51.556	4836992.444
571	632.658	1096378.182	1044964.545	1158077.727	1158077.727	48.364	4720294.182
572	633.677	931786.357	1175327.429	1117544.857	1117544.857	43.714	5265641.214
573	634.703	1152274.571	1094821.214	1761560.000	1761560.000	44.000	5640447.071
574	635.857	1102165.389	1553429.222	1676001.833	1676001.833	37.000	5712966.833
575	637.111	1319422.333	1777425.667	1472534.333	1472534.333	45.067	5843560.267
576	638.303	1963509.571	1482056.500	1083057.714	1083057.714	36.286	6344654.571
577	639.391	1515428.947	1187033.474	1585893.316	1585893.316	49.526	5986159.684
578	640.478	1185451.000	1600270.955	1614594.955	1614594.955	48.909	5485254.909
579	641.519	1549776.538	1680873.846	1037977.923	1037977.923	41.154	5351783.308
580	642.534	1844253.500	1292875.000	995336.200	995336.200	52.700	5829257.400
581	643.622	1432641.619	1001534.286	1321018.143	1321018.143	24.619	5329962.619
582	644.638	987184.200	1193836.267	1673571.133	1673571.133	48.333	5165589.000
583	645.725	1094914.111	1731843.667	1173964.944	1173964.944	48.611	5147970.167
584	646.773	1600084.750	1217886.208	1127166.208	1127166.208	40.042	5192713.750
585	648.331	1198274.500	1086865.091	1176334.545	1176334.545	35.818	4303775.364
586	649.386	908476.364	1143769.773	829806.091	829806.091	27.409	4420351.818
587	650.408	1049623.471	742992.353	1557685.294	1557685.294	51.059	4606683.529
588	651.425	735470.583	1516916.667	1106282.333	1106282.333	40.083	4694882.583
589	652.464	1052098.067	1281210.000	1313007.867	1313007.867	42.533	5278163.600
590	653.594	1561687.125	1250438.625	1273412.125	1273412.125	54.875	5910758.500
591	654.736	1215543.609	1321626.870	1678162.000	1678162.000	49.913	5820993.217
592	655.871	1249846.000	1660479.727	1752229.455	1752229.455	28.273	6040604.182
593	656.883	1407758.700	1746045.100	1182725.200	1182725.200	30.400	6024793.200
594	657.942	1669998.440	1445398.920	1483692.720	1483692.720	37.680	5924704.080
595	658.976	1395900.929	1439411.643	1385311.714	1385311.714	50.571	5701238.571
596	660.018	1411552.273	1410848.045	1237165.545	1237165.545	46.818	5159701.955
597	661.238	1363018.579	1275324.421	1036748.895	1036748.895	45.211	4603719.789
598	662.277	1097734.769	1124196.231	889052.538	889052.538	32.000	4630711.308
599	663.405	1469927.571	912907.714	861097.714	861097.714	36.857	5388473.000
600	664.520	1057881.235	867061.706	1559381.353	1559381.353	50.588	5667657.412
601	665.693	882675.667	1246589.333	2232206.333	2232206.333	21.417	5861961.167
602	666.827	716222.300	1843313.200	1880147.700	1880147.700	36.700	6354016.300
603	667.873	1512211.421	2088094.421	1547819.474	1547819.474	9.632	6978490.579
604	669.199	2101835.588	1500056.176	1843897.765	1843897.765	23.706	6760042.294
605	670.208	1450327.917	1984417.667	1301934.083	1301934.083	29.833	6457116.833
606	671.234	1824457.381	1423590.857	1487196.667	1487196.667	20.095	6214420.286
607	672.807	1562227.143	1237155.143	1811678.571	1811678.571	39.286	5990974.286
608	673.975	1249175.316	1690766.053	1182136.579	1182136.579	22.421	6229711.526
609	675.036	1578434.571	1248550.429	2043353.714	2043353.714	26.714	6288983.786
610	676.242	1432160.056	1724368.056	1541190.833	1541190.833	185.722	6125299.667
611	678.043	1342161.150	1595164.250	1375247.250	1375247.250	33.950	5974000.400
612	679.059	1381909.778	1372858.167	1597968.889	1597968.889	32.722	6061226.722
613	680.071	1263880.938	1580885.500	1599696.000	1599696.000	19.688	5586399.812
614	681.093	1474497.118	1568304.235	1234934.706	1234934.706	33.412	5867941.118
615	682.124	1542382.688	1403566.312	1424031.312	1424031.312	27.938	5538319.125
616	683.238	1308252.704	1368203.296	1216963.407	1216963.407	29.926	4994075.556
617	684.255	1296291.750	1051738.750	1197137.417	1197137.417	35.083	4498284.250
618	685.263	1207340.286	1258152.143	734755.000	734755.000	41.643	4832277.143
619	686.283	1185683.550	821610.500	1412109.100	1412109.100	42.050	4741852.350
620	687.349	844674.267	1319992.933	1348325.533	1348325.533	38.800	4638545.800
621	688.481	761045.176	1470006.882	1034061.059	1034061.059	26.706	4477932.118
622	689.527	1149177.500	1096747.100	1200281.300	1200281.300	32.800	4963553.200
623	690.594	1278444.538	1045046.692	1170746.462	1170746.462	47.692	5651543.692
624	691.604	877496.929	1166812.857	1755370.214	1755370.214	27.286	5462654.429
625	692.642	1115014.625	1456612.625	1842795.312	1842795.312	39.125	5974523.812
626	693.776	1184883.750	2033395.938	1433623.062	1433623.062	31.688	6038567.625
627	695.007	1954538.333	1429357.095	1377620.810	1377620.810	54.571	6033222.524
628	696.027	1256472.529	1384034.588	1231792.824	1231792.824	50.412	5272523.235
629	697.389	1401249.000	1266405.800	1325779.600	1325779.600	47.333	5139447.733
630	698.525	1281328.850	1271949.450	1134441.650	1134441.650	50.750	5298774.150
631	699.536	1146777.824	1130247.000	1594886.882	1594886.882	50.412	5305692.059
632	700.598	1171244.000	1521351.944	1355814.611	1355814.611	40.500	5185829.444
633	701.610	1293306.091	1316874.545	1226005.273	1226005.273	39.182	5172264.727
634	702.795	1209564.000	1406385.267	1057543.933	1057543.933	44.533	5146668.000
635	703.862	1348846.526	1049331.842	1392635.579	1392635.579	47.684	5510719.632
636	704.918	763250.714	1431799.857	1634619.429	1634619.429	287.643	5005558.000
637	706.040	1204056.588	1493425.000	1284556.529	1284556.529	38.412	5541929.824
638	707.052	1312017.556	1692221.000	1333527.556	1333527.556	51.667	5813498.333
639	708.076	1575967.550	1177651.800	1478952.250	1478952.250	47.950	6060549.300
640	709.139	1053096.923	1533410.000	1839567.769	1839567.769	50.462	5662898.077
641	710.207	1317020.091	1547045.818	1538967.000	1538967.000	44.091	5900658.182
642	711.217	1388737.214	1804183.571	1178096.286	1178096.286	38.071	6181611.500
643	712.307	1749392.769	1237760.923	1601265.000	1601265.000	34.000	6352989.462
644	713.328	1543421.786	1370653.143	1761044.714	1761044.714	54.000	6144186.500
645	714.350	1062608.000	1738287.000	1564159.455	1564159.455	36.273	5767151.000
646	715.417	1446107.000	1723653.909	1358182.909	1358182.909	46.364	6647210.909
647	716.466	1706701.250	1433983.100	1699153.450	1699153.450	34.250	6302225.100
648	717.485	1418799.895	1683497.895	1435333.211	1435333.211	39.895	5767787.632
649	718.722	1501054.933	1650442.133	1152671.400	1152671.400	40.933	5554957.933
650	719.975	1550591.478	1100700.609	1219632.304	1219632.304	33.522	5170818.174
651	721.213	868548.000	1198853.000	1415223.000	1415223.000	22.333	5430514.167
652	722.271	1135923.167	1276749.389	1257834.500	1257834.500	371.500	5850781.833
653	723.305	1237273.704	1487267.296	1845474.000	1845474.000	88.926	5455926.074
654	724.447	1536168.750	1739791.350	749385.200	749385.200	42.000	5059069.950
655	725.602	1609393.826	767327.522	990506.826	990506.826	28.913	4429938.783
656	726.688	727784.714	947394.143	1017152.714	1017152.714	37.429	4137777.429
657	727.741	666623.300	1015947.100	1051961.700	1051961.700	51.400	4839109.800
658	728.777	902050.400	1029478.900	1174778.200	1174778.200	39.700	5791882.000
659	729.810	951699.619	1144412.571	2276663.333	2276663.333	46.381	6020910.190
660	730.854	978451.588	2296949.235	1664330.882	1664330.882	50.588	6013095.941
661	731.898	1906842.933	1974678.933	1018624.067	1018624.067	85.733	5988572.467
662	733.250	2272608.071	1054762.286	1009412.286	1009412.286	40.214	6011047.857
663	734.305	954326.737	1009341.211	1414190.789	1414190.789	52.105	5006886.316
664	735.493	956461.531	1516117.188	1393418.656	1393418.656	49.469	4792561.125
665	736.583	1726750.769	1274017.923	858396.000	858396.000	54.308	5025256.692
666	737.876	1401778.231	1003518.462	803158.615	803158.615	58.692	4836663.231
667	739.227	1096547.294	730424.765	1426798.294	1426798.294	28.882	4951029.529
668	740.248	790433.750	1159024.000	1580605.000	1580605.000	55.125	5420599.000
669	741.834	647737.545	1494190.364	1643820.000	1643820.000	28.000	6114631.455
670	742.962	1107661.091	1600106.273	1815643.909	1815643.909	10.182	7395214.545
671	744.278	1497398.385	1683467.769	2352845.154	2352845.154	28.000	7736057.538
672	745.387	1602440.500	2119115.389	2428416.611	2428416.611	59.667	7990532.889
673	746.471	1684255.167	2822475.667	1807111.667	1807111.667	31.333	8229079.500
674	747.553	2108756.200	2465228.400	1786171.200	1786171.200	52.800	8830591.400
675	748.586	2641500.000	1829008.923	1819055.692	1819055.692	57.923	8722433.769
676	749.620	2006786.188	1753247.562	2519331.750	2519331.750	29.062	7778618.438
677	750.766	1314996.062	2427849.312	1633926.938	1633926.938	28.938	6661527.438
678	751.897	1544602.857	2149159.571	1187427.571	1187427.571	38.571	6451900.000
679	753.006	2403817.643	1524597.143	1218497.643	1218497.643	32.143	7320177.857
680	754.144	1498644.722	1191068.389	1870143.500	1870143.500	40.222	6235025.333
681	755.269	230998.474	1795786.842	1684427.526	1684427.526	44.632	5102701.211
682	756.300	856244.600	1706679.500	1331910.000	1331910.000	265.400	5084234.000
683	757.497	1490552.231	1281062.808	1109398.962	1109398.962	49.885	4754683.000
684	758.609	1269088.571	1137538.643	793142.857	793142.857	37.286	4452749.143
685	759.926	1069955.739	845841.957	1123230.348	1123230.348	45.087	4348137.826
686	761.086	917801.500	829468.500	1615856.750	1615856.750	53.000	5291469.500
687	762.133	746377.333	1077133.556	1323177.222	1323177.222	37.000	5471839.222
688	763.423	836867.000	1504015.400	1399386.667	1399386.667	38.000	6403719.933
689	764.656	1283090.600	1141752.200	2705601.867	2705601.867	43.867	6909129.667
